fid, median_age_of_earners_years_2014_15, median_aud_2011_12, sum_aud_2016_17, sum_aud_2011_12, median_aud_2014_15, median_age_of_earners_years_2013_14, median_age_of_earners_years_2012_13, median_age_of_earners_years_2017_18, median_aud_2013_14, sum_aud_2014_15, earners_persons_2011_12, median_aud_2015_16, mean_aud_2013_14, median_age_of_earners_years_2016_17, median_age_of_earners_years_2015_16, median_aud_2016_17, mean_aud_2012_13, mean_aud_2011_12, earners_persons_2015_16, median_aud_2017_18, earners_persons_2013_14, mean_aud_2016_17, sum_aud_2012_13, mean_aud_2015_16, sa2_code, median_age_of_earners_years_2011_12, earners_persons_2012_13, sa2_name, mean_aud_2014_15, median_aud_2012_13, sum_aud_2015_16, mean_aud_2017_18, earners_persons_2014_15, earners_persons_2017_18, earners_persons_2016_17, sum_aud_2013_14, sum_aud_2017_18
800,41.0,45156.0,5.43511842E8,3.4944443E8,48940.0,41.0,41.0,40.0,47060.0,4.57691632E8,6959.0,50595.0,52715.0,40.0,41.0,50913.0,52144.0,50215.0,8838.0,52622.0,7975.0,56480.0,3.8435528E8,56066.0,"209041224",41.0,7371.0,"Wallan",54500.0,46668.0,4.95508119E8,58517.0,8398.0,10316.0,9623.0,4.20404289E8,6.03662279E8
808,40.0,44693.0,3.76932621E8,2.99541295E8,47109.0,40.0,40.0,40.0,46490.0,3.38623539E8,6138.0,48548.0,51653.0,40.0,40.0,49519.0,50840.0,48801.0,6534.0,51029.0,6260.0,55537.0,3.14242427E8,53625.0,"209041436",39.0,6181.0,"South Morang (South)",52378.0,45586.0,3.50386851E8,56998.0,6465.0,6970.0,6787.0,3.23346262E8,3.97272713E8
809,33.0,47181.0,3.05961884E8,4.705786E7,48371.0,33.0,32.0,35.0,49432.0,1.86388825E8,915.0,49098.0,52564.0,34.0,34.0,48687.0,52515.0,51429.0,4483.0,50802.0,2657.0,53211.0,9.4999127E7,52280.0,"209041437",32.0,1809.0,"Wollert",52166.0,49758.0,2.34371407E8,55656.0,3573.0,6636.0,5750.0,1.39661242E8,3.69330257E8
812,46.0,44618.0,3.50594272E8,2.92847875E8,47982.0,46.0,46.0,46.0,47649.0,3.2916714E8,5185.0,49561.0,60503.0,46.0,46.0,50448.0,58509.0,56480.0,5346.0,52595.0,5245.0,65532.0,3.04422649E8,63481.0,"210011228",46.0,5203.0,"Keilor",61573.0,46084.0,3.39366892E8,66759.0,5346.0,5470.0,5350.0,3.17338498E8,3.65174432E8
813,44.0,43223.0,8.78285678E8,6.83511085E8,46544.0,44.0,44.0,44.0,45636.0,7.85174913E8,13265.0,48332.0,55045.0,44.0,44.0,49523.0,53187.0,51527.0,14126.0,51798.0,13551.0,60289.0,7.05838306E8,58596.0,"210011229",43.0,13271.0,"Keilor East",56196.0,44566.0,8.27724399E8,62902.0,13972.0,14783.0,14568.0,7.45910654E8,9.29876935E8
815,46.0,49549.0,4.60057343E8,3.55856418E8,53124.0,46.0,46.0,46.0,52024.0,4.15230315E8,5578.0,55979.0,68570.0,46.0,46.0,56942.0,66347.0,63796.0,5934.0,58830.0,5706.0,75026.0,3.72203978E8,74103.0,"210011231",45.0,5610.0,"Strathmore",70354.0,50171.0,4.3972472E8,78306.0,5902.0,6309.0,6132.0,3.91260308E8,4.94035131E8
816,45.0,45840.0,5.46427676E8,3.93553672E8,50001.0,45.0,45.0,45.0,48603.0,4.70203874E8,6669.0,52218.0,61950.0,45.0,45.0,54505.0,59480.0,59012.0,7619.0,55891.0,7080.0,69011.0,4.04521091E8,66530.0,"210021232",44.0,6801.0,"Gisborne",63791.0,46546.0,5.06894887E8,71287.0,7371.0,8095.0,7918.0,4.38603044E8,5.77065066E8
957,38.0,47675.0,6.10038044E8,4.34006174E8,49612.0,38.0,37.0,40.0,49340.0,5.35747566E8,8384.0,51444.0,54798.0,39.0,39.0,52300.0,53770.0,51766.0,9909.0,53453.0,9104.0,58907.0,4.69038556E8,57623.0,"213041360",36.0,8723.0,"Taylors Hill",55529.0,49363.0,5.70988702E8,61123.0,9648.0,10512.0,10356.0,4.98879119E8,6.42530111E8
817,49.0,45444.0,1.72212798E8,1.3485236E8,52309.0,49.0,49.0,49.0,49249.0,1.56046285E8,2018.0,53235.0,74070.0,48.0,49.0,56058.0,68389.0,66825.0,1998.0,58258.0,2028.0,82834.0,1.37597894E8,75926.0,"210021233",49.0,2012.0,"Macedon",76908.0,47136.0,1.51700458E8,84900.0,2029.0,2125.0,2079.0,1.50213663E8,1.80413314E8
818,46.0,44734.0,1.61536011E8,1.30169258E8,49650.0,46.0,45.0,46.0,46858.0,1.49583117E8,2416.0,50967.0,57388.0,46.0,46.0,52653.0,55471.0,53878.0,2514.0,53730.0,2457.0,62928.0,1.36790318E8,61048.0,"210021234",45.0,2466.0,"Riddells Creek",60122.0,45232.0,1.53474834E8,65578.0,2488.0,2629.0,2567.0,1.41003076E8,1.72404448E8
819,46.0,43154.0,3.33990914E8,2.53399639E8,46295.0,46.0,45.0,46.0,44867.0,2.93358118E8,4842.0,47303.0,56307.0,46.0,46.0,48804.0,54008.0,52334.0,5233.0,51057.0,5024.0,61204.0,2.66152964E8,58012.0,"210021235",45.0,4928.0,"Romsey",57397.0,43795.0,3.03575608E8,62830.0,5111.0,5683.0,5457.0,2.82885446E8,3.57064091E8
958,42.0,44163.0,1.39103648E8,1.02180512E8,45862.0,42.0,41.0,41.0,45253.0,1.16605297E8,2172.0,46839.0,49080.0,41.0,42.0,48628.0,48354.0,47044.0,2415.0,49747.0,2179.0,53419.0,1.03718629E8,51799.0,"213041461",41.0,2145.0,"Burnside",50131.0,44526.0,1.25095178E8,55619.0,2326.0,2694.0,2604.0,1.06944835E8,1.49837017E8
820,39.0,40389.0,2.68020676E8,1.58008744E8,46014.0,39.0,39.0,38.0,43946.0,2.13994258E8,3354.0,46853.0,51114.0,38.0,39.0,48607.0,49785.0,47111.0,4160.0,51037.0,3742.0,57651.0,1.71806438E8,55706.0,"210031236",39.0,3451.0,"Coburg North",53727.0,43351.0,2.31735799E8,59756.0,3983.0,4831.0,4649.0,1.91269672E8,2.88679953E8
821,38.0,35523.0,3.04132498E8,2.15760239E8,37524.0,38.0,38.0,37.0,37818.0,2.6092099E8,5206.0,38676.0,44046.0,37.0,38.0,40000.0,43156.0,41445.0,6029.0,41577.0,5495.0,47835.0,2.30151029E8,46888.0,"210031237",38.0,5333.0,"Fawkner",44824.0,37318.0,2.82689524E8,49407.0,5821.0,6731.0,6358.0,2.42030146E8,3.32555315E8
824,41.0,49837.0,1.17768942E8,9.357311E7,53528.0,41.0,40.0,42.0,52826.0,1.07328795E8,1644.0,55660.0,61071.0,42.0,42.0,56136.0,60896.0,56918.0,1733.0,59224.0,1681.0,65536.0,1.01330913E8,63903.0,"210031439",40.0,1664.0,"Gowanbrae",62148.0,50705.0,1.10743797E8,69213.0,1727.0,1843.0,1797.0,1.02660027E8,1.27559054E8
823,36.0,38467.0,5.99666289E8,4.05770572E8,41313.0,36.0,37.0,35.0,40922.0,4.94906591E8,9395.0,43078.0,45819.0,35.0,36.0,44033.0,45363.0,43190.0,11042.0,45035.0,9986.0,50127.0,4.36530715E8,48891.0,"210031438",37.0,9623.0,"Glenroy",47287.0,40601.0,5.39858525E8,51598.0,10466.0,12653.0,11963.0,4.57552724E8,6.52863298E8
833,47.0,35964.0,4004883.0,2250437.0,41609.0,47.0,47.0,48.0,41600.0,3556870.0,52.0,41216.0,63443.0,49.0,48.0,45697.0,44194.0,43278.0,50.0,48493.0,56.0,62576.0,2165515.0,54253.0,"210051248",45.0,49.0,"Melbourne Airport",60286.0,35375.0,2712671.0,60466.0,59.0,62.0,64.0,3552821.0,3748864.0
822,39.0,45648.0,8.59992753E8,6.02028456E8,50627.0,39.0,39.0,38.0,48882.0,7.37728361E8,11381.0,51901.0,56207.0,38.0,38.0,53302.0,55157.0,52898.0,13087.0,55524.0,12296.0,61327.0,6.50797648E8,60036.0,"210031239",39.0,11799.0,"Pascoe Vale",57658.0,47312.0,7.85696083E8,64174.0,12795.0,14539.0,14023.0,6.91116582E8,9.3302824E8
862,42.0,42640.0,1.53685116E8,1.25410174E8,47644.0,42.0,41.0,43.0,46205.0,1.40724217E8,2568.0,49421.0,51444.0,42.0,42.0,49905.0,50623.0,48836.0,2712.0,51460.0,2643.0,56606.0,1.31872933E8,54613.0,"211031452",41.0,2605.0,"Croydon South",52314.0,44948.0,1.48111238E8,58822.0,2690.0,2772.0,2715.0,1.35967738E8,1.630536E8
828,36.0,33452.0,2.05993004E8,1.55138847E8,35666.0,36.0,37.0,34.0,36033.0,1.81486155E8,4214.0,35954.0,39141.0,34.0,35.0,34939.0,38096.0,36815.0,4885.0,36296.0,4372.0,39929.0,1.61106782E8,39778.0,"210051242",36.0,4229.0,"Broadmeadows",39139.0,35138.0,1.94316308E8,41320.0,4637.0,5524.0,5159.0,1.71125101E8,2.28253773E8
832,38.0,34045.0,2.2820691E8,1.9552612E8,35019.0,38.0,38.0,36.0,35044.0,2.12705214E8,5206.0,36400.0,38364.0,37.0,38.0,37000.0,38745.0,37558.0,5462.0,37904.0,5244.0,41252.0,2.00350783E8,40621.0,"210051247",38.0,5171.0,"Meadow Heights",38787.0,34950.0,2.21872604E8,42233.0,5484.0,5735.0,5532.0,2.01178235E8,2.42207723E8
829,37.0,32721.0,2.56473793E8,2.0529539E8,34301.0,38.0,38.0,36.0,34044.0,2.2300049E8,5453.0,35759.0,39456.0,37.0,37.0,35553.0,38406.0,37648.0,5804.0,35707.0,5485.0,42682.0,2.07663061E8,40884.0,"210051243",38.0,5407.0,"Campbellfield - Coolaroo",39539.0,34081.0,2.372909E8,42703.0,5640.0,6333.0,6009.0,2.16417436E8,2.70439128E8
841,40.0,42477.0,3.65910202E8,3.05076168E8,44905.0,40.0,41.0,40.0,44521.0,3.36723449E8,6470.0,46115.0,49025.0,40.0,40.0,46680.0,48405.0,47152.0,6995.0,48747.0,6595.0,52117.0,3.17052586E8,51402.0,"211011251",40.0,6550.0,"Bayswater",49782.0,43303.0,3.5955395E8,53822.0,6764.0,7295.0,7021.0,3.23320189E8,3.92634206E8
842,43.0,42250.0,5.06372208E8,3.83185481E8,44702.0,43.0,43.0,42.0,44398.0,4.40465675E8,7870.0,46091.0,51216.0,42.0,43.0,47376.0,50301.0,48689.0,8693.0,48557.0,8134.0,55621.0,4.03110278E8,54481.0,"211011254",43.0,8014.0,"Knoxfield - Scoresby",52430.0,43336.0,4.73603193E8,57632.0,8401.0,9492.0,9104.0,4.16594631E8,5.47045544E8
830,43.0,43012.0,5.36495262E8,4.64661996E8,45596.0,43.0,43.0,43.0,44923.0,5.01180307E8,9692.0,46951.0,50380.0,43.0,43.0,48406.0,49342.0,47943.0,9861.0,49166.0,9642.0,54159.0,4.75952133E8,52529.0,"210051245",43.0,9646.0,"Gladstone Park - Westmeadows",51625.0,44102.0,5.17989162E8,55799.0,9708.0,10143.0,9906.0,4.8575948E8,5.6596449E8
831,43.0,43113.0,6.45128292E8,4.20355803E8,47626.0,43.0,43.0,41.0,46116.0,5.38494903E8,7753.0,49193.0,57732.0,41.0,42.0,50279.0,56746.0,54218.0,9742.0,51654.0,8538.0,61184.0,4.54252178E8,59687.0,"210051246",43.0,8005.0,"Greenvale - Bulla",58807.0,44766.0,5.81470709E8,62773.0,9157.0,11131.0,10544.0,4.92913744E8,6.9872506E8
846,44.0,46171.0,4.25816828E8,3.59886396E8,48864.0,44.0,44.0,45.0,47931.0,3.93796853E8,6480.0,50443.0,57383.0,45.0,44.0,51125.0,56744.0,55538.0,6783.0,52632.0,6605.0,61937.0,3.67641403E8,60338.0,"211011258",43.0,6479.0,"Rowville - South",58505.0,47316.0,4.09274609E8,62929.0,6731.0,6947.0,6875.0,3.79015133E8,4.371691E8
847,45.0,42589.0,4.6591639E8,4.36348983E8,44684.0,45.0,45.0,44.0,43719.0,4.52037792E8,8582.0,45152.0,52519.0,44.0,45.0,45406.0,51885.0,50845.0,8591.0,46633.0,8431.0,54898.0,4.39312393E8,53555.0,"211011259",45.0,8467.0,"Wantirna",53131.0,43887.0,4.60088016E8,56387.0,8508.0,8726.0,8487.0,4.42787459E8,4.92033011E8
848,46.0,41285.0,6.29346366E8,5.50822358E8,45100.0,46.0,46.0,45.0,43356.0,6.09507942E8,10655.0,44702.0,54449.0,46.0,46.0,45470.0,53168.0,51696.0,10853.0,46780.0,10611.0,57115.0,5.61611694E8,56448.0,"211011260",46.0,10563.0,"Wantirna South",56746.0,42052.0,6.12634816E8,58190.0,10741.0,11196.0,11019.0,5.77755609E8,6.51495508E8
834,39.0,38596.0,4.35017473E8,3.46371007E8,40112.0,39.0,39.0,38.0,39857.0,3.9992947E8,8116.0,40691.0,44762.0,39.0,39.0,41104.0,44638.0,42678.0,8968.0,42304.0,8598.0,47044.0,3.69606088E8,46364.0,"210051249",39.0,8280.0,"Roxburgh Park - Somerton",45638.0,40186.0,4.15793932E8,48045.0,8763.0,9804.0,9247.0,3.84859681E8,4.71036465E8
835,40.0,44612.0,1.8667277E8,1.67136194E8,46943.0,40.0,40.0,39.0,45938.0,1.78628707E8,3504.0,49066.0,48879.0,40.0,40.0,50183.0,48539.0,47699.0,3542.0,51599.0,3523.0,53305.0,1.69691855E8,52443.0,"210051250",39.0,3496.0,"Tullamarine",50120.0,45635.0,1.85753856E8,55024.0,3564.0,3616.0,3502.0,1.72199463E8,1.98967142E8
836,39.0,41871.0,2.16185238E8,1.86205126E8,44440.0,39.0,39.0,38.0,43116.0,2.0114517E8,4153.0,45672.0,46560.0,38.0,39.0,45816.0,46241.0,44836.0,4315.0,46365.0,4209.0,49550.0,1.92916159E8,48782.0,"210051441",39.0,4172.0,"Craigieburn - Central",47029.0,43237.0,2.10494263E8,50970.0,4277.0,4457.0,4363.0,1.9597244E8,2.27173749E8
837,37.0,45855.0,3.2424763E8,2.35214251E8,47056.0,37.0,36.0,37.0,47222.0,2.88513052E8,4755.0,48251.0,51873.0,37.0,37.0,48145.0,51081.0,49467.0,5773.0,49167.0,5265.0,53313.0,2.57244419E8,52999.0,"210051442",35.0,5036.0,"Craigieburn - North",52116.0,46163.0,3.05964892E8,55001.0,5536.0,6469.0,6082.0,2.73110739E8,3.55801327E8
839,34.0,45988.0,3.82377033E8,1.34220075E8,46784.0,33.0,33.0,35.0,46197.0,2.82536498E8,2801.0,46902.0,49189.0,34.0,34.0,46931.0,49411.0,47919.0,6609.0,47518.0,4847.0,51004.0,1.90677164E8,50704.0,"210051444",32.0,3859.0,"Craigieburn - West",49786.0,46831.0,3.35099641E8,52323.0,5675.0,8260.0,7497.0,2.38419003E8,4.32187739E8
840,40.0,43348.0,1.8040212E8,4.9985874E7,48336.0,44.0,45.0,34.0,46189.0,7.4957297E7,897.0,49981.0,52065.0,35.0,36.0,51754.0,55042.0,55726.0,1989.0,51369.0,1054.0,57858.0,4.9758248E7,56985.0,"210051445",44.0,904.0,"Mickleham - Yuroke",55278.0,44351.0,1.13343692E8,56712.0,1356.0,4542.0,3118.0,5.4876358E7,2.57588102E8
838,38.0,42587.0,4.53933422E8,2.82622233E8,45519.0,38.0,39.0,36.0,44626.0,3.65790665E8,6199.0,46163.0,47298.0,36.0,37.0,46676.0,47553.0,45592.0,8214.0,47479.0,6909.0,50651.0,3.03292941E8,50049.0,"210051443",39.0,6378.0,"Craigieburn - South",48720.0,44003.0,4.11101443E8,51743.0,7508.0,9643.0,8962.0,3.26784357E8,4.98954365E8
843,45.0,47782.0,3.15696851E8,2.56582205E8,50482.0,45.0,44.0,45.0,50285.0,2.88742614E8,4111.0,52119.0,65968.0,45.0,45.0,52858.0,64145.0,62414.0,4419.0,54743.0,4239.0,70468.0,2.69215059E8,68255.0,"211011255",44.0,4197.0,"Lysterfield",66994.0,49462.0,3.01617709E8,73149.0,4310.0,4544.0,4480.0,2.79640409E8,3.32390641E8
845,44.0,46013.0,2.99259401E8,2.50589237E8,48376.0,43.0,43.0,44.0,49288.0,2.77186375E8,4638.0,49455.0,57360.0,44.0,44.0,49996.0,56208.0,54030.0,4848.0,52075.0,4634.0,59852.0,2.61031912E8,59156.0,"211011257",42.0,4644.0,"Rowville - North",57723.0,47615.0,2.86786672E8,62102.0,4802.0,5054.0,5000.0,2.65807505E8,3.13861011E8
844,44.0,42941.0,5.46352018E8,4.69121225E8,46591.0,44.0,43.0,43.0,45875.0,5.13925937E8,9236.0,47623.0,54602.0,43.0,43.0,48443.0,53825.0,50793.0,9484.0,50125.0,9197.0,57342.0,4.91100513E8,56749.0,"211011256",43.0,9124.0,"Rowville - Central",55374.0,44693.0,5.38205108E8,59141.0,9281.0,9685.0,9528.0,5.02173949E8,5.72776497E8
849,42.0,42552.0,6.77219354E8,5.58613993E8,45962.0,42.0,42.0,41.0,44225.0,6.25171009E8,11963.0,46977.0,49322.0,41.0,41.0,47526.0,48237.0,46695.0,12573.0,49399.0,12252.0,52485.0,5.78557489E8,51692.0,"211011446",42.0,11994.0,"Boronia",50385.0,43544.0,6.49929734E8,54522.0,12408.0,13284.0,12903.0,6.04294374E8,7.24271711E8
850,42.0,43059.0,4.40558137E8,3.65560857E8,45879.0,42.0,42.0,42.0,44810.0,4.01401779E8,7681.0,47495.0,49880.0,42.0,43.0,48232.0,48825.0,47593.0,7927.0,49642.0,7698.0,54243.0,3.71212982E8,53218.0,"211011447",42.0,7603.0,"Ferntree Gully (North)",50991.0,44125.0,4.21860265E8,56007.0,7872.0,8209.0,8122.0,3.83975773E8,4.59763658E8
851,43.0,42360.0,4.8949398E8,4.11401573E8,46288.0,43.0,43.0,43.0,45366.0,4.55316277E8,8566.0,47709.0,50991.0,43.0,43.0,48124.0,49537.0,48027.0,8671.0,50092.0,8513.0,55086.0,4.18095876E8,54103.0,"211011448",42.0,8440.0,"Ferntree Gully (South) - Upper Ferntree Gully",52450.0,43862.0,4.69126293E8,56941.0,8681.0,9125.0,8886.0,4.34084246E8,5.19588264E8
858,43.0,43758.0,7.15242368E8,5.75819953E8,47699.0,43.0,43.0,43.0,46571.0,6.48348328E8,11192.0,48580.0,54787.0,43.0,43.0,50280.0,53089.0,51449.0,11719.0,51592.0,11345.0,59038.0,5.91096066E8,57598.0,"211031267",43.0,11134.0,"Ringwood East",56319.0,44771.0,6.74991996E8,61542.0,11512.0,12335.0,12115.0,6.21559434E8,7.59115376E8
859,46.0,45485.0,3.95779204E8,3.23142881E8,49233.0,46.0,45.0,46.0,47781.0,3.63892705E8,5739.0,50633.0,59624.0,46.0,45.0,51044.0,57804.0,56306.0,6051.0,52794.0,5788.0,64903.0,3.34047978E8,63355.0,"211031268",45.0,5779.0,"Ringwood North",61510.0,46627.0,3.83363177E8,66752.0,5916.0,6113.0,6098.0,3.4510564E8,4.08053658E8
852,44.0,44411.0,1.5227012E8,1.33520517E8,47398.0,43.0,43.0,43.0,45111.0,1.38698021E8,2623.0,50044.0,51957.0,43.0,44.0,50594.0,51129.0,50904.0,2556.0,51067.0,2567.0,57941.0,1.30327058E8,57056.0,"211011449",42.0,2549.0,"The Basin",53884.0,45269.0,1.45834259E8,58701.0,2574.0,2657.0,2628.0,1.33373475E8,1.55968659E8
853,47.0,44758.0,7.54955202E8,6.42785585E8,48285.0,47.0,47.0,47.0,46935.0,7.20436636E8,9729.0,49793.0,71817.0,48.0,47.0,49979.0,68951.0,66069.0,10086.0,50735.0,9752.0,73972.0,6.68547384E8,73651.0,"211021261",47.0,9696.0,"Donvale - Park Orchards",71993.0,46375.0,7.42842175E8,75886.0,10007.0,10458.0,10206.0,7.00363486E8,7.93612649E8
854,47.0,48229.0,5.72480433E8,4.75913556E8,51648.0,47.0,47.0,48.0,50959.0,5.33366625E8,6423.0,52989.0,77847.0,48.0,47.0,54155.0,76165.0,74095.0,6755.0,55011.0,6600.0,84300.0,4.96440295E8,80970.0,"211021262",46.0,6518.0,"Warrandyte - Wonga Park",78959.0,49555.0,5.46954154E8,85193.0,6755.0,6856.0,6791.0,5.13792994E8,5.84086109E8
863,44.0,39885.0,3.39066871E8,2.71895465E8,42333.0,44.0,43.0,44.0,42662.0,3.14674224E8,5624.0,43345.0,51865.0,43.0,44.0,44518.0,50118.0,48346.0,5930.0,46295.0,5805.0,55585.0,2.8742649E8,54661.0,"211041269",44.0,5735.0,"Forest Hill",53047.0,41175.0,3.24136942E8,56685.0,5932.0,6331.0,6100.0,3.01075767E8,3.58874039E8
864,42.0,45297.0,6.28614244E8,4.88196657E8,48781.0,42.0,42.0,42.0,48280.0,5.67450474E8,8987.0,50307.0,57919.0,42.0,42.0,50774.0,56170.0,54323.0,9757.0,52436.0,9382.0,62012.0,5.19796489E8,60800.0,"211041270",42.0,9254.0,"Mitcham (Vicnp)",58694.0,46896.0,5.93224438E8,63593.0,9668.0,10311.0,10137.0,5.43397273E8,6.55707679E8
860,41.0,43230.0,4.71826046E8,3.64227331E8,46826.0,41.0,40.0,40.0,45303.0,4.20546937E8,7647.0,47864.0,50611.0,40.0,41.0,48752.0,49286.0,47630.0,8382.0,50598.0,7805.0,54370.0,3.75806899E8,53084.0,"211031450",40.0,7625.0,"Croydon - East",51900.0,44708.0,4.44946233E8,55946.0,8103.0,8833.0,8678.0,3.95017636E8,4.94171004E8
861,44.0,41094.0,4.50754312E8,3.29264916E8,45586.0,44.0,44.0,44.0,43972.0,4.03399302E8,6769.0,46901.0,53598.0,44.0,44.0,48598.0,50881.0,48643.0,7516.0,49419.0,7085.0,57938.0,3.53925432E8,56081.0,"211031451",44.0,6956.0,"Croydon - West",54646.0,43111.0,4.21504175E8,58979.0,7382.0,8013.0,7780.0,3.79740479E8,4.72600731E8
869,45.0,42034.0,3.74342052E8,2.88401749E8,45793.0,45.0,45.0,44.0,43761.0,3.28543637E8,5700.0,47118.0,52654.0,44.0,45.0,49304.0,52005.0,50597.0,6082.0,51146.0,5773.0,57778.0,2.97055355E8,56401.0,"211051275",45.0,5712.0,"Chirnside Park",55582.0,42790.0,3.43028808E8,61025.0,5911.0,6762.0,6479.0,3.03972292E8,4.12651508E8
855,42.0,44198.0,3.94775315E8,3.2757718E8,47758.0,42.0,41.0,42.0,46053.0,3.62256217E8,6623.0,48908.0,51776.0,42.0,42.0,49855.0,51127.0,49461.0,6860.0,51111.0,6723.0,56324.0,3.36314993E8,55062.0,"211031263",41.0,6578.0,"Bayswater North",53612.0,45527.0,3.77725946E8,58008.0,6757.0,7120.0,7009.0,3.48090967E8,4.13016984E8
870,46.0,37611.0,4.11947435E8,3.34365188E8,41873.0,46.0,45.0,46.0,39790.0,3.81947479E8,7273.0,42483.0,48648.0,46.0,46.0,43147.0,47835.0,45973.0,7588.0,44776.0,7329.0,52092.0,3.46800453E8,51926.0,"211051276",45.0,7250.0,"Healesville - Yarra Glen",50435.0,39225.0,3.94015745E8,54324.0,7573.0,8088.0,7908.0,3.56539468E8,4.39376424E8
866,44.0,41753.0,3.71442566E8,3.06556683E8,45657.0,45.0,45.0,44.0,45537.0,3.44336568E8,5932.0,46635.0,55104.0,44.0,44.0,46970.0,53759.0,51678.0,6116.0,47530.0,6007.0,58903.0,3.17125319E8,58029.0,"211041272",45.0,5899.0,"Vermont",56209.0,43928.0,3.5490381E8,60317.0,6126.0,6416.0,6306.0,3.31009723E8,3.86994383E8
867,49.0,40605.0,4.39538699E8,3.96426838E8,41789.0,49.0,49.0,48.0,41450.0,4.18837808E8,7240.0,41674.0,57662.0,48.0,49.0,42437.0,55675.0,54755.0,7251.0,42348.0,7204.0,59615.0,4.02248904E8,57348.0,"211041273",49.0,7225.0,"Vermont South",57297.0,41880.0,4.15826772E8,58813.0,7310.0,7510.0,7373.0,4.15394703E8,4.41688762E8
876,48.0,43554.0,3.80525366E8,3.24491831E8,46304.0,48.0,48.0,48.0,45393.0,3.69260522E8,5902.0,47550.0,57643.0,48.0,48.0,48432.0,56057.0,54980.0,6032.0,49421.0,5889.0,62514.0,3.3023134E8,62166.0,"211051282",48.0,5891.0,"Mount Dandenong - Olinda",61502.0,43967.0,3.74985273E8,64485.0,6004.0,6098.0,6087.0,3.39457867E8,3.93229299E8
865,41.0,42884.0,4.11133398E8,3.38306361E8,47162.0,42.0,41.0,41.0,46328.0,3.7342852E8,6230.0,47781.0,54845.0,41.0,42.0,48849.0,52672.0,54303.0,6616.0,50193.0,6332.0,58876.0,3.30623838E8,57596.0,"211041271",41.0,6277.0,"Nunawading",56512.0,44077.0,3.81054406E8,61162.0,6608.0,7174.0,6983.0,3.47278092E8,4.38772946E8
868,45.0,43224.0,3.87090531E8,3.06721425E8,46935.0,45.0,44.0,44.0,45109.0,3.46166881E8,5837.0,48629.0,57724.0,44.0,44.0,50490.0,56827.0,52548.0,5963.0,51296.0,5860.0,62727.0,3.30392601E8,60101.0,"211051274",44.0,5814.0,"Belgrave - Selby",57829.0,44970.0,3.58383739E8,63939.0,5986.0,6191.0,6171.0,3.38265327E8,3.95846396E8
871,43.0,41024.0,2.84297739E8,2.24407245E8,45000.0,43.0,43.0,41.0,43053.0,2.55705441E8,4926.0,46724.0,48831.0,42.0,42.0,47591.0,47447.0,45556.0,5063.0,49591.0,4969.0,53601.0,2.30590914E8,52339.0,"211051277",43.0,4860.0,"Kilsyth",50555.0,42108.0,2.64990275E8,56374.0,5058.0,5389.0,5304.0,2.42641633E8,3.03799583E8
872,43.0,42441.0,6.49132682E8,5.3523404E8,46154.0,44.0,43.0,44.0,44667.0,6.12025363E8,10594.0,47064.0,53860.0,44.0,44.0,47862.0,52146.0,50522.0,11198.0,49666.0,10754.0,56658.0,5.54368256E8,56680.0,"211051278",43.0,10631.0,"Lilydale - Coldstream",54572.0,43333.0,6.34699195E8,61266.0,11215.0,11549.0,11457.0,5.79214186E8,7.07558316E8
873,45.0,38081.0,1.95952842E8,1.57340277E8,42331.0,45.0,46.0,46.0,40958.0,1.77389604E8,3396.0,43595.0,49821.0,46.0,45.0,44915.0,48378.0,46331.0,3435.0,46045.0,3370.0,56035.0,1.63179583E8,54301.0,"211051279",45.0,3373.0,"Monbulk - Silvan",51672.0,38648.0,1.86524785E8,57893.0,3433.0,3581.0,3497.0,1.67898215E8,2.07316498E8
874,45.0,43374.0,2.39882414E8,2.04607385E8,47348.0,45.0,44.0,44.0,45024.0,2.31166491E8,3931.0,47831.0,56147.0,44.0,44.0,49794.0,53788.0,52050.0,4052.0,51060.0,3977.0,58637.0,2.0810465E8,57487.0,"211051280",44.0,3869.0,"Montrose",57433.0,44739.0,2.32937397E8,60518.0,4025.0,4146.0,4091.0,2.23297745E8,2.50908766E8
875,42.0,42382.0,7.40347525E8,5.86840878E8,46083.0,42.0,41.0,41.0,45429.0,6.64297641E8,12123.0,48261.0,51586.0,41.0,42.0,49058.0,50190.0,48407.0,12808.0,50593.0,12283.0,56125.0,6.1217197E8,54537.0,"211051281",41.0,12197.0,"Mooroolbark",52451.0,43614.0,6.9850609E8,58240.0,12665.0,13446.0,13191.0,6.33628582E8,7.83095575E8
885,36.0,42941.0,5.48264538E8,3.3262258E8,46228.0,36.0,35.0,36.0,44905.0,4.55424074E8,7207.0,47690.0,48394.0,36.0,36.0,48702.0,47719.0,46153.0,9876.0,50151.0,8462.0,52501.0,3.75931342E8,51324.0,"212011291",35.0,7878.0,"Pakenham - North",50395.0,44056.0,5.06875285E8,54167.0,9037.0,11074.0,10443.0,4.09509486E8,5.99849694E8
902,38.0,46748.0,4.9940252E8,3.33641856E8,49000.0,37.0,37.0,38.0,48829.0,4.22436473E8,6682.0,49927.0,52696.0,38.0,38.0,50336.0,50899.0,49931.0,8309.0,51352.0,7493.0,57186.0,3.64384748E8,54456.0,"212031306",37.0,7159.0,"Lynbrook - Lyndhurst",53291.0,48153.0,4.52472447E8,56742.0,7927.0,9145.0,8733.0,3.94851937E8,5.18901941E8
